TF	Target	EdgeWeight
G012	G046	0.015216159
G002	G012	0.015215814
G021	G020	0.015215733
G021	G030	0.015215676
G016	G044	0.015215648
G003	G035	0.015215046
G004	G037	0.0152149545
G010	G018	0.015214512
G036	G030	0.015214362
G021	G050	0.015213872
G012	G002	0.015212604
G012	G022	0.01521236
G017	G048	0.015211805
G029	G039	0.0152116995
G039	G014	0.015211295
G020	G009	0.015211124
G042	G046	0.015210094
G031	G003	0.015209513
G011	G015	0.015209401
G016	G038	0.015209302
G011	G006	0.015208877
G010	G030	0.015208648
G012	G026	0.015208434
G042	G003	0.015206772
G017	G036	0.01520617
G002	G043	0.015206161
G039	G029	0.015205832
G034	G045	0.015205553
G039	G028	0.015204682
G017	G029	0.015203721
G018	G011	0.015202646
G003	G050	0.015201513
G001	G041	0.01520127
G034	G031	0.015200033
G021	G014	0.01519984
G021	G009	0.015199696
G017	G042	0.015198399
G038	G033	0.015198297
G017	G011	0.015197834
G011	G009	0.015197769
G008	G043	0.015197622
G002	G049	0.015197565
G018	G030	0.01519628
G034	G042	0.0151960105
G024	G016	0.015195313
G018	G033	0.015195217
G010	G027	0.015194658
G011	G023	0.015194537
G020	G035	0.0151941255
G017	G046	0.0151931625
G021	G027	0.015192899
G039	G036	0.015192574
G001	G006	0.015192465
G044	G006	0.015192333
G020	G033	0.015191377
G039	G019	0.015191234
G038	G004	0.015190721
G012	G005	0.015190222
G002	G044	0.015189977
G028	G006	0.015189773
G012	G036	0.015189756
G008	G016	0.015189355
G031	G049	0.015188754
G012	G030	0.015188727
G010	G041	0.015188673
G033	G005	0.015187779
G004	G038	0.015187249
G007	G011	0.015187238
G038	G022	0.015187059
G048	G043	0.015186612
G017	G020	0.01518654
G029	G005	0.015186489
G011	G010	0.015186432
G030	G037	0.015186421
G017	G039	0.015186362
G026	G030	0.015186179
G035	G019	0.015186056
G017	G033	0.015185981
G017	G022	0.015185894
G033	G009	0.015185371
G021	G026	0.015184523
G049	G044	0.015184395
G021	G006	0.015184278
G004	G025	0.015183842
G039	G048	0.015183765
G012	G003	0.015183413
G015	G043	0.015183071
G034	G021	0.015182702
G023	G028	0.01518267
G031	G023	0.015182409
G039	G040	0.015182174
G038	G040	0.015182063
G014	G017	0.015181778
G029	G043	0.015181662
G021	G046	0.015181359
G038	G002	0.015181358
G026	G015	0.015181029
G017	G014	0.015180988
G039	G006	0.015180698
G011	G042	0.015180381
G039	G007	0.015180369
G028	G005	0.015179948
G021	G017	0.015179824
G016	G030	0.015179594
G017	G044	0.015179511
G003	G026	0.015179168
G007	G037	0.015178946
G041	G046	0.015178727
G031	G050	0.015177867
G049	G005	0.0151778525
G002	G035	0.015177676
G012	G013	0.015177219
G029	G016	0.015176536
G004	G021	0.015176082
G017	G028	0.0151758725
G028	G013	0.015175547
G029	G009	0.015175441
G004	G050	0.015175237
G017	G043	0.015174921
G031	G047	0.015174227
G036	G017	0.01517414
G026	G043	0.015174088
G031	G036	0.0151739875
G002	G016	0.01517384
G018	G045	0.015173418
G038	G029	0.015173408
G039	G015	0.015172616
G002	G015	0.0151714
G008	G010	0.015171145
G010	G046	0.015170946
G010	G017	0.015170606
G010	G015	0.0151697695
G046	G011	0.0151695
G038	G045	0.015169237
G002	G008	0.015169184
G011	G043	0.015169015
G006	G033	0.015168866
G010	G037	0.015168753
G031	G025	0.01516864
G017	G019	0.015168494
G017	G015	0.01516845
G011	G025	0.01516839
G019	G047	0.015167854
G008	G011	0.015167514
G029	G036	0.015167347
G010	G042	0.015167114
G002	G033	0.0151670035
G021	G015	0.015166879
G010	G016	0.015166516
G016	G042	0.015166458
G021	G012	0.015166247
G050	G017	0.0151659995
G017	G009	0.015165512
G004	G024	0.0151652265
G038	G026	0.015165193
G006	G046	0.015165176
G013	G043	0.015164901
G021	G024	0.015164809
G019	G035	0.01516418
G026	G004	0.015163911
G049	G041	0.0151634505
G021	G011	0.015163239
G039	G010	0.015163115
G033	G025	0.015162943
G023	G016	0.015162597
G021	G001	0.015162498
G029	G003	0.015161929
G038	G015	0.015161915
G049	G033	0.015161357
G016	G050	0.01516104
G020	G026	0.015161032
G030	G013	0.015160925
G033	G037	0.015160696
G033	G006	0.015159963
G016	G018	0.015159887
G010	G024	0.0151578775
G046	G024	0.015157849
G044	G013	0.015157757
G004	G044	0.0151576735
G001	G022	0.015157361
G036	G011	0.015157021
G023	G011	0.015156832
G035	G004	0.015156435
G002	G025	0.015154988
G001	G012	0.015154741
G007	G026	0.015154451
G003	G038	0.015154344
G036	G037	0.015154172
G041	G039	0.0151538635
G017	G032	0.015153755
G034	G027	0.015153687
G031	G012	0.015153672
G028	G007	0.015153641
G042	G019	0.0151527
G001	G028	0.015152356
G019	G022	0.015152199
G009	G012	0.015152073
G033	G039	0.015151643
G010	G044	0.015151249
G011	G040	0.015151174
G044	G029	0.015151168
G018	G044	0.015150529
G026	G020	0.015150261
G012	G038	0.015149842
G020	G042	0.015149801
G011	G016	0.015149796
G038	G016	0.0151497135
G030	G036	0.0151486285
G041	G008	0.015148171
G026	G049	0.015148127
G001	G040	0.015147875
G033	G014	0.015147748
G004	G026	0.015147618
G016	G023	0.01514755
G035	G024	0.015147369
G033	G003	0.015147157
G023	G046	0.015147022
G018	G043	0.015146868
G001	G005	0.0151468115
G030	G002	0.015146611
G034	G037	0.015146386
G007	G017	0.015146305
G031	G009	0.0151462685
G003	G033	0.01514611
G019	G039	0.015146099
G046	G030	0.015146088
G039	G016	0.01514578
G012	G015	0.01514574
G010	G002	0.0151453335
G002	G014	0.015145279
G010	G050	0.015144735
G020	G011	0.015144728
G050	G024	0.015144293
G039	G018	0.0151442215
G021	G044	0.0151438685
G031	G018	0.015143862
G011	G034	0.015143822
G030	G039	0.015143694
G023	G038	0.015143277
G018	G021	0.01514324
G033	G013	0.015142619
G030	G050	0.0151425
G050	G033	0.01514239
G019	G006	0.015142325
G008	G035	0.015142047
G034	G025	0.015142047
G023	G014	0.015141759
G013	G030	0.015141579
G010	G032	0.015141534
G028	G019	0.015141417
G017	G047	0.015141366
G046	G043	0.015141363
G011	G033	0.015141301
G042	G006	0.015141289
G029	G001	0.015141077
G004	G048	0.015140971
G049	G022	0.015140868
G042	G020	0.01514083
G011	G020	0.015140651
G033	G026	0.015140086
G002	G029	0.015140078
G007	G035	0.015140074
G012	G010	0.015139966
G016	G013	0.015139888
G007	G039	0.015139777
G003	G046	0.015139366
G044	G043	0.01513932
G007	G030	0.015139201
G031	G042	0.015139153
G041	G007	0.015139044
G020	G023	0.015138715
G018	G026	0.01513859
G011	G019	0.015138193
G021	G049	0.015138162
G010	G028	0.015138131
G023	G020	0.015138094
G031	G041	0.0151379565
G011	G035	0.015137919
G003	G018	0.0151375905
G011	G003	0.015137517
G012	G001	0.015137506
G008	G002	0.015137032
G035	G045	0.015136785
G016	G010	0.015136754
G010	G025	0.015136539
G038	G021	0.015136524
G021	G010	0.015136512
G004	G049	0.01513616
G017	G010	0.01513614
G046	G017	0.015136132
G038	G042	0.015135992
G026	G025	0.0151359895
G020	G015	0.015135757
G025	G043	0.015134996
G010	G001	0.015134874
G033	G019	0.0151348505
G002	G022	0.0151347285
G028	G035	0.015134726
G030	G016	0.015134687
G002	G026	0.015134344
G031	G024	0.015134318
G011	G028	0.015134006
G050	G004	0.015134
G049	G046	0.015133978
G020	G038	0.0151338875
G008	G030	0.015133876
G010	G045	0.0151338745
G028	G009	0.015133536
G020	G003	0.015133336
G010	G008	0.015132809
G010	G035	0.015132751
G042	G013	0.015132518
G042	G043	0.015132354
G021	G038	0.0151323415
G029	G028	0.01513233
G012	G050	0.015132262
G012	G024	0.015131751
G018	G020	0.015131694
G018	G019	0.015131273
G034	G005	0.015131116
G038	G046	0.01513085
G029	G044	0.015130847
G002	G030	0.015130801
G020	G024	0.015130376
G018	G017	0.015130257
G017	G035	0.015129989
G001	G035	0.015129982
G001	G008	0.015129825
G039	G005	0.015129701
G035	G048	0.015129397
G042	G038	0.015129373
G029	G040	0.015129241
G011	G013	0.015129068
G032	G030	0.015128442
G021	G002	0.015128364
G028	G016	0.015128239
G031	G016	0.015127918
G039	G033	0.015127702
G004	G003	0.015126803
G049	G043	0.015126398
G048	G050	0.015126286
G026	G017	0.015126158
G044	G009	0.015126143
G031	G021	0.015126075
G033	G034	0.015126014
G039	G023	0.015125899
G046	G016	0.015125616
G006	G003	0.015125585
G039	G032	0.015125482
G011	G007	0.015124702
G004	G047	0.015123904
G035	G043	0.015123763
G012	G047	0.015123656
G013	G011	0.015122659
G011	G046	0.0151225645
G047	G023	0.015122079
G049	G004	0.015121795
G011	G012	0.015121789
G008	G038	0.01512136
G001	G044	0.015121008
G001	G031	0.015120914
G031	G037	0.015120764
G011	G032	0.015120172
G020	G045	0.01511931
G023	G036	0.015119245
G033	G008	0.015119107
G039	G043	0.015118735
G028	G022	0.015118676
G012	G025	0.015118422
G025	G040	0.015118393
G001	G018	0.01511814
G014	G030	0.0151180085
G017	G041	0.01511797
G006	G039	0.015117898
G048	G004	0.015117621
G038	G043	0.015117543
G035	G025	0.015117425
G035	G046	0.015117193
G035	G039	0.015117091
G012	G035	0.0151168695
G020	G018	0.015116204
G024	G013	0.015116159
G044	G036	0.015115588
G049	G037	0.01511497
G004	G011	0.015114879
G042	G033	0.015114792
G048	G023	0.015114757
G049	G036	0.01511472
G033	G002	0.015114713
G012	G032	0.015114408
G029	G023	0.015114033
G029	G025	0.015113891
G038	G020	0.015113829
G012	G023	0.015113729
G017	G050	0.015113466
G012	G049	0.015113301
G044	G016	0.015113192
G047	G013	0.015113177
G026	G018	0.0151127605
G030	G001	0.015112744
G029	G047	0.015112574
G049	G003	0.015112474
G016	G012	0.015112395
G044	G022	0.015112328
G049	G030	0.015112207
G028	G018	0.015111677
G019	G008	0.015111193
G017	G026	0.01511098
G004	G030	0.0151109155
G018	G035	0.015110567
G004	G023	0.015110516
G010	G039	0.015110342
G029	G018	0.015109702
G010	G007	0.015109657
G015	G016	0.01510941
G038	G019	0.015109218
G049	G016	0.0151089
G034	G004	0.015108551
G029	G022	0.015108428
G013	G050	0.015107992
G012	G009	0.015107903
G020	G031	0.015107859
G018	G038	0.015107661
G001	G016	0.015107549
G029	G010	0.015107347
G048	G025	0.015107035
G016	G043	0.015106938
G017	G030	0.0151068
G034	G020	0.0151066985
G029	G014	0.015106692
G017	G031	0.015106332
G039	G012	0.015106012
G033	G048	0.015105892
G017	G024	0.015105763
G028	G008	0.015105139
G003	G036	0.01510505
G003	G019	0.015104585
G007	G013	0.015104416
G038	G013	0.015104368
G033	G012	0.015104162
G039	G002	0.015104093
G012	G042	0.015103934
G047	G044	0.015103209
G017	G002	0.015103122
G016	G028	0.015103038
G011	G021	0.015102575
G010	G009	0.015102503
G036	G042	0.015102417
G002	G020	0.015102077
G023	G027	0.015101967
G016	G027	0.015101941
G002	G047	0.015101914
G038	G049	0.015101846
G010	G013	0.015101535
G008	G026	0.015101045
G011	G038	0.015100899
G001	G046	0.015100835
G008	G003	0.01510079
G048	G035	0.015100682
G030	G022	0.0151006095
G004	G005	0.015100485
G031	G045	0.015100407
G011	G014	0.015100314
G033	G004	0.015100252
G023	G010	0.015100155
G012	G006	0.0151000805
G035	G022	0.015099828
G014	G038	0.015099788
G033	G031	0.01509947
G023	G024	0.01509942
G048	G018	0.015099371
G029	G050	0.015099064
G023	G037	0.015099061
G019	G020	0.015098924
G047	G030	0.0150987925
G030	G018	0.015098529
G049	G045	0.015098526
G004	G046	0.015098274
G046	G038	0.015098178
G030	G015	0.015097864
G035	G031	0.015097824
G003	G022	0.015097509
G006	G022	0.015097069
G018	G025	0.015097025
G033	G018	0.015096808
G049	G035	0.015096803
G033	G021	0.015096642
G008	G025	0.015096552
G007	G040	0.01509651
G023	G039	0.015096079
G015	G011	0.015095253
G042	G041	0.015094009
G004	G045	0.015093665
G033	G029	0.015093598
G042	G040	0.015093578
G030	G045	0.015093561
G023	G012	0.015093513
G034	G026	0.015093487
G039	G013	0.0150934225
G018	G010	0.015092617
G025	G024	0.015092594
G021	G008	0.015092588
G001	G034	0.015092533
G033	G017	0.015092441
G001	G026	0.015092379
G049	G013	0.015092286
G020	G005	0.015092276
G023	G007	0.015092137
G007	G016	0.01509172
G017	G025	0.015091315
G016	G002	0.015091281
G008	G021	0.015091151
G048	G015	0.015090844
G001	G009	0.015090555
G030	G020	0.015090534
G004	G001	0.01509049
G023	G021	0.015089946
G003	G042	0.015089917
G001	G014	0.015089788
G021	G028	0.015089784
G012	G004	0.015089675
G007	G033	0.015089476
G050	G026	0.015089362
G018	G031	0.015089357
G017	G012	0.015088912
G026	G014	0.015088842
G010	G021	0.015088681
G044	G002	0.015088601
G029	G033	0.015088472
G013	G017	0.015088428
G028	G049	0.015088402
G033	G020	0.0150883375
G009	G029	0.015088189
G036	G026	0.015088106
G038	G030	0.015088049
G030	G044	0.015087662
G001	G047	0.015087639
G010	G036	0.015087554
G025	G030	0.01508727
G044	G049	0.01508714
G026	G028	0.015087084
G012	G040	0.015086724
G003	G045	0.015086619
G007	G015	0.0150865195
G006	G013	0.015086495
G049	G011	0.015086281
G001	G033	0.015085593
G019	G012	0.015085407
G023	G008	0.0150853405
G038	G007	0.015085301
G033	G046	0.015085127
G039	G020	0.015084598
G039	G003	0.015084393
G028	G037	0.015083973
G007	G041	0.015083625
G018	G004	0.015083463
G008	G028	0.015083413
G006	G008	0.01508334
G017	G021	0.015083326
G015	G024	0.015083272
G049	G050	0.015083072
G021	G045	0.015082947
G024	G033	0.015082906
G018	G041	0.015082704
G015	G030	0.015082663
G049	G031	0.01508244
G039	G026	0.015082334
G006	G049	0.015082236
G038	G023	0.015082202
G025	G020	0.015082193
G049	G047	0.015082136
G023	G005	0.015081748
G025	G028	0.015081321
G038	G034	0.0150811225
G003	G044	0.015080917
G012	G037	0.0150808
G010	G034	0.015080791
G028	G001	0.015080776
G010	G049	0.0150806885
G003	G017	0.015080428
G026	G037	0.01508028
G026	G031	0.015080144
G004	G042	0.015079982
G020	G010	0.015079783
G042	G039	0.015079625
G011	G049	0.015079566
G042	G036	0.0150794815
G014	G011	0.015079182
G004	G010	0.015079144
G017	G001	0.0150790755
G012	G028	0.015079003
G047	G026	0.015078814
G040	G017	0.015078744
G034	G023	0.015078615
G012	G021	0.015078536
G021	G018	0.015078483
G049	G008	0.015078457
G049	G048	0.015078432
G010	G043	0.015078014
G024	G005	0.015077708
G016	G009	0.015077422
G016	G026	0.015077419
G029	G048	0.015077205
G038	G025	0.015077136
G012	G007	0.015076958
G046	G023	0.015076744
G019	G050	0.0150767155
G004	G043	0.015076441
G007	G043	0.015076259
G028	G029	0.015075863
G002	G017	0.015075578
G049	G010	0.015075569
G033	G036	0.015075288
G029	G045	0.015075138
G035	G041	0.015074903
G050	G013	0.015074775
G029	G030	0.015074667
G049	G012	0.015074225
G035	G044	0.015073682
G046	G028	0.0150736645
G034	G016	0.015073502
G001	G011	0.01507346
G019	G044	0.015073293
G025	G005	0.015073227
G035	G001	0.015072878
G013	G047	0.015072829
G024	G028	0.015072782
G034	G028	0.01507251
G021	G047	0.015072149
G018	G012	0.01507204
G038	G028	0.015071626
G042	G016	0.015071547
G003	G025	0.0150714675
G026	G027	0.015071457
G018	G005	0.015071403
G011	G024	0.015070933
G034	G043	0.015070921
G023	G017	0.015070838
G019	G015	0.015070622
G011	G048	0.015070398
G003	G012	0.015070363
G042	G028	0.015070285
G003	G020	0.015070272
G040	G043	0.015070033
G026	G045	0.015069634
G047	G040	0.015069601
G016	G031	0.015069504
G021	G007	0.015069433
G033	G047	0.015069371
G038	G035	0.015069284
G020	G027	0.015069247
G016	G005	0.0150692
G006	G040	0.015068896
G050	G003	0.01506884
G038	G009	0.015068644
G039	G035	0.015068639
G050	G048	0.015068537
G035	G018	0.015068468
G016	G024	0.015068105
G006	G016	0.015067991
G042	G018	0.015067795
G049	G032	0.015067463
G017	G037	0.015067411
G046	G013	0.015067399
G047	G046	0.01506732
G011	G008	0.015067185
G004	G016	0.015067171
G018	G042	0.015066807
G031	G005	0.015066403
G028	G048	0.015066255
G017	G049	0.015065994
G046	G015	0.015065961
G019	G016	0.015065795
G024	G011	0.015065743
G006	G031	0.01506566
G038	G005	0.01506557
G033	G035	0.015065504
G020	G050	0.015065397
G034	G033	0.015065347
G018	G040	0.015065282
G036	G038	0.01506523
G007	G046	0.015065075
G039	G034	0.015064503
G019	G037	0.015064417
G007	G018	0.015064192
G025	G019	0.015064158
G028	G003	0.015064095
G023	G050	0.015064003
G003	G021	0.015063466
G016	G020	0.0150634255
G016	G041	0.015063346
G031	G044	0.015063314
G002	G010	0.01506322
G049	G007	0.015063194
G020	G044	0.015063063
G029	G031	0.015063029
G033	G040	0.01506298
G029	G024	0.015062802
G009	G008	0.01506235
G031	G027	0.015062289
G042	G007	0.015062238
G018	G016	0.0150621245
G033	G016	0.01506211
G003	G034	0.0150621
G026	G038	0.015062085
G043	G003	0.015062021
G035	G042	0.01506202
G023	G004	0.015061969
G013	G020	0.015061699
G046	G021	0.01506169
G026	G042	0.01506163
G004	G012	0.015061577
G023	G022	0.015061431
G003	G008	0.015061284
G046	G004	0.015061272
G023	G043	0.01506123
G042	G001	0.015061022
G018	G049	0.015060836
G038	G032	0.0150608225
G036	G013	0.015060772
G035	G021	0.015060711
G047	G015	0.015060572
G011	G044	0.015060528
G050	G027	0.015060505
G047	G043	0.015060324
G041	G029	0.015060312
G013	G024	0.015060148
G026	G013	0.015059994
G001	G017	0.015059666
G030	G040	0.015059588
G033	G032	0.015059555
G021	G036	0.015059401
G048	G008	0.015059101
G001	G038	0.015058739
G006	G037	0.015058594
G046	G026	0.015058479
G010	G047	0.015058187
G023	G015	0.015057826
G026	G006	0.015057601
G003	G004	0.01505716
G048	G013	0.015057119
G038	G036	0.015057073
G047	G041	0.015056883
G035	G036	0.015056801
G004	G031	0.015056734
G020	G004	0.015056617
G021	G005	0.015056585
G012	G039	0.015056488
G026	G012	0.015056434
G030	G026	0.015056271
G038	G037	0.015056139
G046	G037	0.015055577
G013	G023	0.015055515
G038	G017	0.015055445
G042	G024	0.0150553435
G026	G029	0.015055223
G042	G026	0.0150550995
G029	G002	0.015055077
G021	G039	0.015054894
G011	G029	0.0150545705
G035	G023	0.0150545165
G041	G035	0.015054464
G038	G010	0.015054422
G029	G049	0.01505441
G005	G022	0.01505408
G007	G023	0.015053896
G014	G021	0.01505366
G004	G034	0.01505329
G046	G035	0.015053107
G048	G030	0.0150529565
G002	G027	0.015052804
G006	G020	0.015052758
G045	G030	0.015052098
G016	G019	0.015051981
G010	G019	0.015051931
G023	G019	0.0150517365
G021	G032	0.015051628
G009	G006	0.01505162
G010	G029	0.015051567
G046	G020	0.0150515195
G036	G029	0.015051479
G012	G018	0.015051285
G021	G041	0.015051041
G001	G029	0.015050391
G008	G009	0.015050314
G006	G007	0.015050152
G050	G044	0.015050061
G025	G008	0.015049762
G033	G050	0.0150495665
G049	G021	0.015049499
G012	G034	0.015049486
G032	G017	0.015049377
G006	G015	0.015049366
G002	G003	0.015049199
G021	G034	0.015048704
G006	G011	0.015048688
G030	G042	0.015048626
G020	G002	0.015048537
G007	G049	0.015048375
G020	G046	0.0150482105
G028	G015	0.01504821
G018	G008	0.015048153
G047	G035	0.015048095
G001	G015	0.015048013
G016	G037	0.015047972
G029	G017	0.015047692
G028	G026	0.015047531
G038	G048	0.015047528
G039	G004	0.01504752
G004	G015	0.015047508
G046	G050	0.015047159
G016	G045	0.015046724
G018	G013	0.015046696
G003	G043	0.0150464
G015	G049	0.015046383
G050	G022	0.015045995
G031	G013	0.015045977
G050	G009	0.015045975
G023	G032	0.015045789
G021	G003	0.0150457155
G020	G049	0.015045573
G016	G034	0.015045541
G028	G032	0.015045481
G002	G042	0.015045477
G016	G036	0.015045314
G033	G049	0.015044968
G004	G019	0.015044592
G017	G003	0.0150445765
G010	G006	0.015044567
G038	G047	0.015044234
G004	G036	0.015044176
G001	G013	0.015044134
G019	G007	0.0150438715
G043	G004	0.015043714
G001	G030	0.015043479
G003	G040	0.015043405
G021	G023	0.015043395
G020	G034	0.015043332
G024	G014	0.015043243
G033	G044	0.015043151
G024	G007	0.015043059
G042	G027	0.015043032
G026	G041	0.015042764
G025	G011	0.015042761
G049	G009	0.01504275
G036	G043	0.015042724
G018	G003	0.015042499
G039	G031	0.0150423525
G031	G035	0.015042287
G044	G018	0.015042254
G006	G004	0.015042034
G003	G006	0.015041764
G048	G040	0.015041528
G019	G032	0.015041438
G017	G004	0.015041367
G026	G021	0.015041367
G036	G047	0.015041068
G026	G009	0.015041066
G049	G025	0.015040871
G007	G002	0.015040821
G029	G037	0.015040769
G046	G012	0.015040658
G025	G017	0.01504055
G020	G012	0.015040535
G050	G037	0.015040474
G020	G013	0.015040032
G016	G006	0.015039811
G025	G029	0.015039706
G019	G049	0.01503969
G001	G010	0.015039238
G016	G004	0.015039167
G047	G011	0.015038929
G024	G035	0.015038553
G004	G027	0.015038467
G012	G044	0.0150379
G042	G002	0.015037676
G007	G003	0.015037667
G042	G030	0.01503753
G023	G026	0.015037388
G050	G023	0.015037341
G019	G005	0.015037005
G002	G019	0.015036926
G028	G036	0.015036653
G035	G002	0.015036541
G010	G040	0.01503646
G002	G001	0.01503642
G049	G002	0.015036236
G006	G038	0.01503592
G025	G046	0.015035883
G026	G005	0.015035783
G035	G038	0.015035544
G018	G024	0.015035462
G030	G012	0.015035461
G038	G041	0.015035447
G049	G034	0.015034974
G048	G014	0.015034683
G050	G014	0.015034672
G010	G020	0.015034625
G020	G048	0.015034479
G036	G033	0.01503439
G021	G022	0.015034275
G019	G018	0.015034102
G011	G005	0.015034089
G008	G014	0.01503406
G011	G036	0.015033868
G011	G026	0.015033851
G030	G004	0.015033812
G008	G023	0.015033728
G044	G050	0.015033704
G008	G017	0.0150335245
G047	G019	0.015033463
G007	G005	0.015033314
G023	G048	0.015033221
G047	G050	0.015033004
G048	G038	0.015032906
G034	G001	0.015032787
G006	G050	0.015032611
G050	G021	0.015032544
G021	G048	0.015032384
G041	G033	0.01503234
G002	G039	0.015032151
G001	G045	0.015032041
G023	G049	0.015031899
G024	G032	0.0150318835
G021	G040	0.015031648
G029	G038	0.015031633
G033	G007	0.015031486
G029	G013	0.01503134
G008	G027	0.015031303
G029	G004	0.015031208
G031	G028	0.015031132
G017	G008	0.015030864
G048	G033	0.01503052
G013	G018	0.015030435
G004	G006	0.015030129
G011	G050	0.0150298625
G006	G035	0.015029845
G003	G029	0.015029733
G001	G004	0.015029595
G024	G019	0.015029465
G029	G032	0.015029248
G015	G025	0.015029211
G015	G010	0.015029102
G043	G002	0.0150288055
G006	G018	0.015028713
G047	G021	0.015028687
G018	G046	0.0150285205
G039	G001	0.015028084
G016	G015	0.01502799
G020	G036	0.015027695
G050	G020	0.015027621
G009	G040	0.015027452
G042	G021	0.01502729
G013	G015	0.015027191
G012	G048	0.015027169
G017	G023	0.015027
G007	G025	0.015026971
G025	G026	0.015026646
G024	G031	0.015026338
G042	G029	0.01502633
G003	G011	0.015026257
G014	G024	0.015026141
G042	G008	0.015026096
G046	G005	0.015025839
G004	G018	0.015025836
G016	G033	0.015025761
G017	G045	0.015025723
G026	G040	0.015025689
G010	G011	0.015025683
G001	G039	0.015025619
G050	G018	0.015025614
G024	G030	0.015025574
G006	G043	0.015025494
G020	G039	0.015025427
G019	G001	0.015025303
G008	G013	0.0150252795
G044	G004	0.0150252385
G046	G042	0.015025193
G018	G027	0.015025074
G025	G023	0.015025028
G041	G005	0.015024977
G006	G005	0.015024762
G007	G029	0.015024752
G045	G017	0.015023968
G029	G012	0.015023879
G002	G018	0.015023866
G030	G017	0.015023845
G031	G038	0.015023721
G041	G022	0.015023634
G002	G050	0.015023414
G003	G023	0.015023118
G016	G032	0.01502301
G036	G004	0.015022927
G035	G012	0.015022604
G047	G020	0.015022588
G010	G048	0.015022499
G031	G001	0.0150223
G003	G041	0.015022255
G038	G031	0.015022146
G006	G026	0.015021999
G038	G008	0.015021944
G035	G033	0.0150216855
G048	G016	0.015021676
G003	G024	0.01502161
G025	G004	0.015021576
G012	G014	0.0150215225
G035	G010	0.015021495
G003	G007	0.015021288
G036	G005	0.0150211025
G039	G038	0.015020943
G020	G007	0.015020907
G034	G012	0.015020689
G016	G001	0.015020669
G007	G048	0.015020487
G007	G006	0.015020468
G004	G008	0.01502046
G015	G004	0.015020382
G026	G046	0.015020216
G044	G008	0.015020172
G021	G042	0.01502013
G019	G026	0.015020118
G018	G028	0.015020077
G038	G012	0.015020045
G041	G040	0.015020003
G004	G002	0.01501995
G018	G014	0.0150195565
G024	G043	0.015019333
G049	G038	0.015019318
G047	G010	0.015018991
G008	G020	0.0150189595
G028	G041	0.015018913
G019	G029	0.01501885
G025	G038	0.015018669
G023	G044	0.015018625
G038	G006	0.01501858
G026	G003	0.015018302
G001	G049	0.015018171
G049	G014	0.015017852
G048	G017	0.015017843
G008	G046	0.015017804
G038	G003	0.015017801
G023	G003	0.015017256
G005	G006	0.015017225
G041	G032	0.015017034
G012	G020	0.015017009
G045	G033	0.015016979
G046	G010	0.01501686
G004	G009	0.015016816
G048	G019	0.015016791
G035	G005	0.015016761
G023	G040	0.015016701
G044	G019	0.015016676
G001	G023	0.015016655
G014	G026	0.01501662
G050	G008	0.015016551
G018	G015	0.0150165325
G024	G022	0.015016441
G025	G027	0.01501636
G006	G044	0.015016182
G050	G032	0.015016082
G041	G003	0.015015944
G050	G015	0.015015604
G033	G041	0.015015407
G009	G024	0.01501537
G044	G026	0.015015069
G003	G030	0.0150150545
