TF	Target	EdgeWeight
G008	G096	0.0018716413
G100	G010	0.0018714971
G016	G004	0.0018713109
G013	G080	0.0018712309
G013	G075	0.0018710875
G019	G041	0.0018709985
G006	G091	0.0018709085
G085	G099	0.0018708284
G038	G041	0.0018705839
G058	G032	0.0018703352
G005	G022	0.0018702499
G002	G032	0.001870237
G090	G085	0.0018700293
G071	G032	0.0018698734
G070	G028	0.0018697723
G070	G008	0.0018693517
G010	G031	0.0018693475
G074	G028	0.0018693162
G073	G004	0.0018690098
G051	G062	0.001868899
G006	G014	0.00186884
G057	G002	0.0018687549
G082	G031	0.0018685111
G037	G075	0.0018683816
G085	G037	0.0018683147
G065	G085	0.0018679562
G029	G018	0.0018679162
G095	G031	0.0018676859
G033	G018	0.0018676339
G029	G100	0.0018674919
G087	G011	0.0018674731
G013	G018	0.0018674369
G013	G029	0.0018668685
G057	G031	0.0018668536
G080	G079	0.0018665948
G017	G032	0.0018664637
G041	G047	0.0018661657
G047	G010	0.0018658165
G056	G084	0.0018657863
G047	G004	0.0018656566
G070	G065	0.0018655777
G007	G019	0.0018655526
G087	G019	0.0018655316
G087	G028	0.0018654087
G015	G028	0.0018654036
G032	G004	0.0018653374
G048	G047	0.0018647611
G071	G002	0.0018647523
G010	G093	0.0018646364
G042	G059	0.0018645771
G043	G010	0.0018645494
G073	G100	0.0018644652
G051	G058	0.0018643672
G067	G004	0.0018639448
G018	G002	0.0018638624
G077	G072	0.0018637439
G042	G027	0.0018637404
G008	G027	0.001863598
G043	G002	0.0018634448
G029	G011	0.0018634443
G032	G035	0.001863422
G014	G006	0.0018631202
G087	G047	0.001862892
G057	G094	0.0018628138
G062	G011	0.0018627434
G010	G033	0.001862722
G031	G062	0.0018624868
G037	G031	0.0018624364
G040	G039	0.0018624128
G013	G016	0.0018623545
G029	G083	0.0018622956
G013	G035	0.0018619887
G031	G023	0.0018617888
G098	G007	0.0018616439
G096	G085	0.0018616123
G070	G084	0.001861501
G033	G061	0.0018614873
G009	G077	0.0018611619
G062	G022	0.0018611281
G068	G002	0.0018609918
G100	G074	0.0018609612
G009	G002	0.0018608253
G010	G053	0.0018606933
G074	G100	0.0018606214
G033	G094	0.0018604812
G012	G031	0.0018604785
G018	G053	0.0018604227
G090	G019	0.0018601901
G057	G032	0.0018600556
G029	G013	0.001860023
G044	G072	0.0018598076
G010	G008	0.001859725
G087	G096	0.0018596527
G022	G083	0.001859498
G018	G075	0.0018591285
G003	G004	0.0018589635
G045	G041	0.00185892
G012	G027	0.0018585996
G008	G033	0.001858523
G051	G065	0.0018578864
G029	G084	0.0018578054
G042	G100	0.0018575763
G041	G078	0.0018573407
G012	G052	0.0018569606
G001	G094	0.0018568976
G038	G035	0.001856877
G017	G045	0.0018568104
G028	G010	0.0018566978
G013	G093	0.0018566183
G087	G004	0.0018565792
G090	G100	0.0018564995
G046	G032	0.0018563522
G065	G080	0.001856279
G031	G044	0.001856267
G008	G010	0.0018562401
G006	G023	0.0018561803
G062	G055	0.0018561208
G009	G028	0.0018560948
G055	G057	0.0018560393
G018	G077	0.0018559882
G051	G044	0.0018559287
G008	G002	0.0018558699
G068	G022	0.001855855
G087	G094	0.0018558293
G033	G062	0.0018556718
G098	G053	0.0018555954
G033	G004	0.0018555729
G085	G086	0.0018554946
G013	G039	0.001855361
G082	G080	0.0018553577
G002	G096	0.0018552968
G040	G044	0.0018550772
G050	G072	0.0018549121
G051	G087	0.0018548715
G042	G047	0.0018547109
G044	G029	0.0018546951
G078	G032	0.0018546935
G100	G081	0.0018546879
G068	G055	0.0018546476
G051	G008	0.0018545651
G012	G036	0.0018545315
G065	G039	0.0018542829
G064	G047	0.0018542686
G096	G002	0.0018541382
G037	G094	0.0018541124
G010	G076	0.0018541042
G013	G043	0.001854091
G078	G041	0.001854001
G064	G032	0.0018538375
G018	G062	0.0018537182
G047	G022	0.0018535593
G022	G032	0.0018535109
G012	G011	0.0018534291
G096	G010	0.0018533628
G061	G045	0.0018529072
G079	G004	0.0018528416
G082	G025	0.0018527939
G006	G003	0.0018527715
G051	G060	0.0018525767
G057	G004	0.0018525166
G079	G091	0.0018523193
G009	G078	0.001852156
G088	G085	0.0018518153
G032	G078	0.0018515488
G015	G021	0.001851335
G012	G018	0.0018512066
G031	G077	0.0018510062
G070	G067	0.0018509154
G100	G070	0.0018507321
G096	G039	0.0018506914
G018	G059	0.0018506763
G090	G005	0.0018506472
G002	G043	0.0018505594
G010	G066	0.0018505258
G028	G039	0.0018504284
G018	G060	0.0018503703
G031	G027	0.00185032
G083	G029	0.0018500873
G017	G080	0.0018500774
G068	G038	0.0018499261
G010	G018	0.001849892
G033	G002	0.0018496988
G023	G051	0.0018495991
G032	G038	0.0018495087
G038	G028	0.001849494
G023	G094	0.0018494589
G068	G004	0.0018494442
G018	G027	0.0018492998
G064	G004	0.0018492822
G055	G041	0.0018492787
G087	G002	0.0018492232
G017	G094	0.0018491305
G012	G041	0.0018490592
G062	G032	0.00184899
G010	G055	0.0018489617
G018	G005	0.0018488528
G006	G049	0.0018488314
G034	G084	0.0018488142
G037	G073	0.0018488049
G023	G010	0.0018485504
G013	G095	0.0018485055
G068	G074	0.0018484453
G066	G020	0.001848367
G037	G063	0.0018483499
G094	G070	0.0018483256
G003	G006	0.0018480221
G043	G059	0.0018479443
G094	G076	0.0018479115
G058	G083	0.0018478686
G072	G035	0.0018477377
G031	G025	0.001847541
G068	G093	0.0018475176
G009	G006	0.0018474824
G056	G032	0.0018474293
G013	G099	0.0018474099
G012	G075	0.0018474022
G028	G003	0.0018473024
G052	G004	0.0018471915
G047	G028	0.0018471746
G073	G037	0.0018471442
G007	G086	0.0018470968
G040	G059	0.0018470957
G065	G003	0.0018470909
G016	G053	0.0018469782
G001	G002	0.001846977
G041	G080	0.0018467857
G023	G096	0.0018467234
G013	G005	0.001846718
G037	G059	0.0018467153
G051	G032	0.0018466598
G010	G084	0.0018465614
G076	G008	0.0018465448
G028	G094	0.001846527
G074	G098	0.0018464377
G031	G058	0.0018463782
G037	G096	0.0018462433
G008	G045	0.0018461929
G091	G096	0.0018461703
G083	G035	0.0018461552
G037	G085	0.001846148
G032	G026	0.0018461149
G070	G044	0.0018459772
G027	G003	0.0018459524
G051	G068	0.0018458283
G024	G011	0.0018457635
G096	G004	0.0018456958
G010	G026	0.0018454627
G060	G027	0.001845451
G014	G038	0.0018453968
G016	G003	0.001845395
G041	G035	0.0018452074
G090	G002	0.0018451791
G043	G061	0.0018451709
G018	G056	0.0018450762
G021	G004	0.0018450614
G099	G053	0.0018450265
G037	G003	0.0018449436
G064	G072	0.0018448149
G031	G024	0.0018447508
G080	G041	0.0018446979
G027	G044	0.0018446823
G073	G091	0.0018446388
G077	G067	0.0018446358
G082	G016	0.0018445532
G050	G100	0.0018445245
G002	G088	0.0018445184
G004	G067	0.0018444572
G049	G004	0.0018444136
G009	G005	0.0018444123
G082	G010	0.0018442979
G098	G091	0.0018441719
G002	G095	0.0018440033
G047	G081	0.0018439916
G065	G072	0.001843985
G029	G028	0.0018439816
G031	G055	0.0018439306
G017	G047	0.0018439231
G070	G047	0.0018438646
G070	G035	0.0018438273
G068	G084	0.0018437669
G047	G066	0.0018436396
G028	G065	0.0018436232
G069	G002	0.0018436201
G077	G051	0.0018436078
G053	G085	0.001843568
G001	G019	0.0018435552
G060	G028	0.001843546
G074	G039	0.0018435263
G085	G020	0.0018434615
G043	G060	0.0018433434
G072	G032	0.0018432094
G017	G072	0.0018429725
G093	G029	0.0018429682
G096	G060	0.0018429648
G041	G038	0.0018429403
G042	G075	0.001842931
G029	G051	0.0018428065
G017	G023	0.0018427834
G002	G017	0.0018427571
G037	G049	0.0018427402
G045	G061	0.0018426828
G082	G083	0.0018426708
G012	G002	0.0018426676
G031	G082	0.0018426278
G059	G075	0.0018426225
G040	G056	0.0018426107
G007	G002	0.0018425923
G090	G022	0.0018424283
G056	G031	0.0018423867
G032	G021	0.0018423604
G051	G095	0.0018422562
G085	G055	0.0018422322
G050	G027	0.0018422119
G023	G080	0.0018421954
G004	G041	0.0018421736
G017	G095	0.0018420606
G009	G094	0.0018419583
G058	G036	0.0018418872
G013	G022	0.0018418698
G047	G015	0.0018418118
G005	G066	0.0018417191
G027	G011	0.0018416864
G019	G062	0.0018416848
G033	G028	0.0018416797
G023	G025	0.0018416465
G005	G071	0.0018416428
G041	G083	0.0018416321
G061	G094	0.0018416108
G068	G028	0.0018414123
G052	G038	0.001841409
G058	G099	0.0018413429
G037	G045	0.0018411343
G008	G073	0.001841124
G081	G002	0.001841005
G010	G070	0.0018409548
G056	G099	0.0018407754
G013	G091	0.0018406358
G027	G051	0.0018405959
G056	G055	0.0018405851
G098	G010	0.0018405328
G058	G065	0.0018405068
G062	G049	0.0018404466
G047	G096	0.001840389
G053	G006	0.0018403855
G051	G029	0.0018403778
G066	G045	0.0018403739
G078	G002	0.0018403485
G031	G067	0.0018402894
G012	G014	0.0018402665
G090	G051	0.0018402246
G041	G016	0.0018402023
G036	G032	0.0018401556
G083	G068	0.0018401004
G056	G071	0.0018400978
G032	G083	0.001840094
G078	G004	0.0018399665
G057	G084	0.001839958
G002	G084	0.0018398653
G040	G031	0.0018398281
G033	G096	0.0018398013
G085	G051	0.0018397133
G073	G076	0.0018397041
G090	G015	0.001839552
G056	G037	0.0018395358
G038	G080	0.0018395333
G042	G062	0.0018395251
G010	G045	0.0018395039
G010	G096	0.0018394985
G024	G084	0.0018394964
G092	G044	0.0018393106
G064	G062	0.0018392742
G033	G091	0.0018392625
G028	G045	0.0018391922
G090	G072	0.00183919
G037	G017	0.0018391598
G036	G023	0.0018390417
G003	G045	0.0018389779
G080	G027	0.0018389734
G044	G056	0.0018389581
G005	G094	0.0018388743
G026	G031	0.0018388443
G068	G003	0.001838824
G058	G067	0.0018387903
G032	G071	0.0018386887
G024	G044	0.0018386684
G093	G025	0.0018386537
G065	G018	0.001838611
G067	G023	0.0018385581
G064	G035	0.0018385472
G043	G065	0.00183854
G008	G039	0.0018385216
G063	G086	0.0018384856
G068	G044	0.0018384795
G085	G001	0.0018384492
G034	G050	0.0018383459
G017	G052	0.0018382168
G013	G086	0.0018381589
G018	G096	0.0018381558
G087	G032	0.0018380925
G012	G028	0.0018380618
G076	G037	0.0018379971
G096	G100	0.0018379942
G051	G023	0.0018379624
G053	G019	0.001837948
G023	G049	0.0018379444
G068	G066	0.0018379265
G047	G038	0.0018379164
G033	G053	0.0018378376
G032	G097	0.0018378258
G063	G100	0.0018377987
G017	G006	0.0018376673
G015	G056	0.0018376362
G068	G042	0.0018375241
G092	G010	0.0018375135
G055	G010	0.0018374575
G015	G047	0.0018374552
G027	G010	0.0018374424
G039	G004	0.0018372335
G043	G051	0.0018371741
G060	G098	0.0018371188
G099	G066	0.0018370784
G033	G087	0.0018369881
G073	G094	0.0018369365
G041	G067	0.0018368063
G077	G006	0.0018367401
G095	G059	0.0018367325
G009	G054	0.0018367209
G033	G008	0.001836705
G036	G059	0.0018366944
G009	G080	0.0018366263
G043	G070	0.0018366197
G032	G042	0.0018365732
G088	G094	0.0018365376
G009	G018	0.0018364594
G045	G091	0.0018364359
G051	G026	0.0018364154
G087	G083	0.0018362922
G021	G031	0.001836275
G012	G004	0.0018362709
G034	G067	0.0018362557
G042	G019	0.0018360415
G075	G047	0.0018359907
G064	G091	0.001835988
G017	G093	0.0018358364
G036	G100	0.0018356838
G093	G008	0.0018355183
G046	G004	0.0018354666
G028	G020	0.0018354438
G076	G004	0.0018353821
G090	G096	0.0018352249
G072	G036	0.0018352022
G043	G066	0.0018351503
G027	G032	0.0018351086
G080	G032	0.0018351085
G029	G022	0.00183509
G091	G002	0.0018350735
G035	G055	0.0018350618
G031	G041	0.0018350591
G009	G098	0.0018350511
G040	G018	0.0018350213
G066	G032	0.0018350108
G028	G041	0.0018349928
G066	G016	0.0018349906
G031	G001	0.0018348969
G090	G004	0.0018348861
G018	G032	0.0018348834
G082	G053	0.0018348579
G076	G028	0.0018348183
G090	G050	0.0018347589
G046	G040	0.001834707
G087	G044	0.0018347042
G033	G040	0.0018346848
G047	G013	0.001834613
G029	G003	0.0018345165
G049	G006	0.0018345139
G047	G068	0.0018345081
G047	G052	0.001834438
G024	G097	0.0018342758
G034	G053	0.0018342707
G030	G067	0.001834158
G007	G030	0.0018341301
G001	G066	0.0018340623
G043	G013	0.0018340299
G051	G063	0.0018340072
G023	G002	0.0018340049
G027	G038	0.0018339979
G065	G070	0.0018339017
G017	G008	0.0018338637
G057	G013	0.0018337577
G048	G010	0.0018337448
G063	G028	0.0018336998
G047	G034	0.0018336365
G082	G003	0.0018335454
G027	G055	0.0018335229
G098	G045	0.0018335122
G009	G048	0.0018335091
G007	G018	0.0018334789
G037	G033	0.0018334229
G029	G067	0.0018334169
G097	G047	0.0018333658
G025	G067	0.0018333395
G080	G003	0.0018333378
G068	G053	0.0018332822
G034	G028	0.0018332704
G070	G056	0.0018332574
G099	G022	0.0018332305
G064	G016	0.0018332287
G082	G066	0.001833205
G015	G003	0.0018330953
G055	G071	0.0018330617
G069	G084	0.0018330484
G069	G047	0.001833033
G017	G004	0.0018329873
G051	G007	0.0018328546
G019	G039	0.0018328395
G074	G040	0.0018328237
G068	G045	0.0018327264
G091	G100	0.001832717
G070	G002	0.0018327025
G009	G068	0.0018326794
G083	G026	0.0018326262
G087	G063	0.0018325836
G014	G099	0.0018325202
G089	G003	0.0018324816
G053	G067	0.0018324209
G017	G037	0.0018323568
G013	G028	0.0018322961
G051	G071	0.0018321493
G082	G086	0.0018321188
G089	G021	0.0018321049
G093	G067	0.0018320429
G066	G053	0.0018319706
G049	G067	0.0018319247
G052	G050	0.0018319061
G007	G055	0.0018318802
G076	G100	0.0018318595
G090	G030	0.0018317975
G068	G099	0.0018317872
G029	G005	0.0018317715
G068	G013	0.0018316809
G030	G022	0.0018316475
G041	G052	0.0018315895
G055	G007	0.0018315469
G018	G016	0.0018314909
G013	G100	0.001831418
G016	G040	0.0018313862
G055	G059	0.0018313769
G017	G071	0.0018313329
G016	G036	0.0018312995
G042	G083	0.0018312918
G059	G067	0.0018312772
G043	G015	0.0018312517
G056	G093	0.0018311951
G009	G097	0.001831174
G091	G045	0.0018310224
G019	G004	0.0018309653
G031	G091	0.0018309612
G057	G044	0.0018309229
G064	G094	0.0018308726
G065	G040	0.0018308371
G028	G047	0.0018307723
G061	G038	0.001830759
G061	G018	0.0018307107
G007	G014	0.00183071
G014	G080	0.0018306305
G032	G059	0.0018305961
G093	G094	0.0018305846
G079	G045	0.001830549
G062	G044	0.0018304831
G083	G066	0.0018304728
G075	G011	0.0018304432
G085	G022	0.0018303642
G070	G075	0.001830339
G081	G036	0.0018303053
G094	G055	0.0018302872
G085	G093	0.0018302368
G037	G087	0.001830222
G043	G093	0.0018301809
G078	G047	0.001829985
G082	G027	0.001829937
G002	G094	0.0018299344
G036	G081	0.0018299146
G051	G001	0.0018298958
G048	G032	0.0018298819
G012	G094	0.0018298249
G066	G077	0.0018297423
G085	G073	0.0018297326
G052	G010	0.0018297007
G049	G066	0.0018296945
G096	G047	0.0018296904
G037	G005	0.0018296052
G067	G091	0.0018295945
G023	G009	0.0018295161
G078	G031	0.0018294641
G009	G053	0.0018293908
G078	G044	0.0018293571
G012	G045	0.0018293438
G085	G046	0.0018292976
G016	G067	0.0018292861
G018	G010	0.0018292598
G052	G062	0.0018292483
G096	G028	0.0018292139
G015	G084	0.0018291918
G017	G061	0.001829162
G002	G092	0.0018291005
G074	G099	0.0018290837
G009	G081	0.0018290584
G042	G072	0.0018290554
G085	G053	0.0018289697
G010	G023	0.0018289621
G066	G007	0.0018289182
G100	G007	0.0018288883
G043	G048	0.0018288651
G071	G083	0.0018288553
G096	G074	0.0018288454
G093	G016	0.001828797
G083	G058	0.001828766
G068	G009	0.0018286274
G090	G099	0.0018285456
G004	G019	0.001828537
G017	G019	0.0018284619
G008	G028	0.0018284407
G066	G080	0.0018284257
G068	G018	0.0018284125
G016	G051	0.0018284123
G075	G094	0.0018284088
G022	G039	0.0018283717
G038	G021	0.001828323
G047	G059	0.0018281906
G030	G097	0.0018281712
G028	G091	0.0018281683
G063	G085	0.0018281506
G083	G050	0.0018280997
G082	G065	0.0018280316
G061	G056	0.0018279963
G082	G019	0.0018279378
G035	G071	0.0018278839
G061	G031	0.0018278707
G065	G086	0.0018277304
G082	G071	0.0018277057
G094	G051	0.0018276287
G063	G055	0.0018275746
G029	G014	0.0018274442
G016	G028	0.0018274375
G082	G017	0.0018274279
G016	G091	0.0018274137
G012	G059	0.001827341
G058	G093	0.0018273187
G072	G039	0.0018271932
G080	G067	0.0018271926
G057	G055	0.0018271902
G043	G032	0.0018271739
G012	G068	0.0018270987
G018	G066	0.0018270741
G029	G025	0.001827064
G069	G083	0.0018270123
G045	G003	0.0018270026
G060	G022	0.0018268899
G050	G051	0.0018268725
G031	G084	0.001826802
G100	G059	0.0018267924
G085	G027	0.0018267878
G052	G016	0.0018267805
G089	G059	0.0018267594
G079	G024	0.0018267048
G012	G085	0.0018265892
G072	G061	0.0018265059
G035	G098	0.0018264966
G049	G050	0.0018264954
G013	G033	0.001826469
G042	G066	0.0018264354
G087	G066	0.0018264273
G066	G002	0.0018264053
G035	G028	0.0018263429
G033	G097	0.0018263292
G069	G048	0.0018261796
G082	G021	0.0018261228
G035	G041	0.0018260959
G087	G085	0.0018260897
G018	G050	0.001826075
G044	G068	0.0018260147
G029	G044	0.0018260112
G093	G066	0.0018259659
G082	G013	0.0018259636
G032	G024	0.0018259609
G013	G069	0.0018257968
G090	G043	0.0018257826
G094	G067	0.0018257498
G015	G066	0.0018257387
G035	G026	0.0018257219
G043	G018	0.0018257168
G031	G040	0.0018256652
G025	G066	0.001825629
G065	G017	0.0018255308
G033	G037	0.0018255262
G041	G048	0.0018255083
G013	G027	0.0018255082
G053	G009	0.0018254314
G094	G065	0.0018254148
G098	G041	0.0018253943
G077	G045	0.0018253801
G032	G095	0.0018253061
G061	G100	0.0018252989
G052	G069	0.001825271
G074	G049	0.001825258
G055	G060	0.0018252378
G098	G097	0.0018251853
G072	G059	0.001825154
G022	G090	0.001825086
G080	G053	0.0018250346
G077	G083	0.0018250255
G045	G077	0.0018249993
G093	G046	0.0018249685
G027	G053	0.0018249622
G019	G029	0.0018249506
G064	G056	0.0018249359
G091	G003	0.001824909
G093	G028	0.0018248869
G066	G036	0.0018248578
G008	G063	0.0018248488
G089	G011	0.0018248366
G057	G061	0.001824831
G059	G025	0.0018248275
G020	G011	0.0018248191
G082	G034	0.001824786
G045	G070	0.0018246962
G067	G078	0.0018246553
G096	G059	0.0018245889
G066	G071	0.0018244718
G094	G061	0.0018244416
G056	G027	0.001824405
G003	G099	0.0018242871
G017	G091	0.0018242694
G005	G004	0.0018242367
G095	G048	0.0018242141
G007	G075	0.0018241865
G065	G090	0.0018241745
G020	G084	0.0018241698
G039	G072	0.0018241651
G027	G072	0.0018241366
G015	G048	0.0018240773
G071	G072	0.0018240683
G046	G022	0.00182405
G021	G010	0.0018240388
G096	G014	0.0018240098
G004	G066	0.0018239702
G028	G067	0.0018239507
G100	G060	0.001823917
G076	G085	0.0018238894
G078	G063	0.0018236977
G004	G023	0.0018236716
G083	G053	0.0018236333
G047	G023	0.0018236332
G068	G030	0.0018236175
G042	G007	0.0018235863
G029	G061	0.0018235708
G051	G078	0.0018235611
G042	G039	0.0018234982
G004	G081	0.0018234822
G052	G015	0.001823461
G036	G026	0.0018234445
G010	G019	0.0018234402
G051	G005	0.0018234395
G037	G088	0.0018233658
G085	G097	0.0018233293
G008	G036	0.0018233181
G023	G055	0.0018232758
G079	G027	0.00182327
G096	G075	0.001823203
G100	G067	0.0018232018
G082	G052	0.0018232017
G100	G014	0.0018231601
G009	G059	0.0018231589
G039	G008	0.0018231253
G067	G075	0.0018230741
G005	G011	0.001823073
G054	G007	0.0018230485
G010	G069	0.0018229983
G001	G031	0.0018229969
G002	G008	0.001822986
G002	G089	0.0018229858
G051	G045	0.0018229441
G051	G009	0.0018229217
G010	G050	0.0018228804
G008	G091	0.0018228727
G043	G100	0.0018228577
G072	G056	0.001822828
G092	G021	0.0018227992
G045	G031	0.0018227941
G066	G004	0.0018227764
G039	G099	0.001822752
G044	G083	0.0018227042
G076	G006	0.0018226395
G012	G097	0.0018225958
G020	G003	0.0018225552
G009	G008	0.001822537
G012	G064	0.0018224857
G035	G049	0.0018224701
G091	G052	0.0018224107
G019	G066	0.0018223205
G022	G026	0.0018222843
G043	G035	0.0018222057
G069	G053	0.0018221876
G047	G077	0.0018221536
G075	G061	0.0018220828
G023	G036	0.0018220776
G009	G034	0.0018219929
G023	G072	0.0018219452
G081	G044	0.0018219141
G036	G070	0.0018218701
G034	G080	0.0018218532
G036	G016	0.0018218054
G023	G012	0.0018218008
G017	G041	0.0018217812
G043	G080	0.0018217806
G031	G034	0.0018216394
G007	G067	0.0018216075
G015	G078	0.001821493
G038	G032	0.0018214787
G098	G063	0.0018214084
G050	G080	0.0018214069
G015	G083	0.0018213987
G030	G009	0.0018213835
G097	G015	0.0018213611
G044	G084	0.0018212985
G092	G050	0.0018212295
G009	G091	0.0018211595
G086	G028	0.0018210661
G022	G084	0.0018210629
G085	G014	0.0018210557
G040	G042	0.0018210314
G046	G050	0.0018208459
G032	G054	0.0018207893
G031	G073	0.0018207479
G036	G084	0.0018207367
G052	G056	0.0018207231
G033	G020	0.0018207137
G031	G061	0.0018206832
G099	G042	0.0018206596
G036	G095	0.0018206319
G085	G074	0.001820631
G007	G095	0.0018206219
G053	G022	0.0018205952
G091	G010	0.0018205908
G043	G005	0.0018205752
G001	G035	0.0018204562
G039	G029	0.0018204266
G058	G021	0.0018204239
G067	G056	0.0018203618
G018	G082	0.0018203543
G047	G069	0.0018203406
G044	G066	0.0018203196
G026	G084	0.0018203026
G024	G065	0.0018202836
G079	G023	0.0018202759
G013	G058	0.0018202257
G087	G021	0.0018202172
G037	G026	0.001820162
G010	G044	0.0018201598
G086	G055	0.0018201212
G046	G100	0.0018200497
G044	G053	0.0018200475
G033	G068	0.0018200395
G062	G094	0.0018199993
G017	G036	0.00181998
G016	G043	0.0018199662
G042	G004	0.0018199586
G033	G013	0.0018199031
G066	G029	0.0018198537
G049	G059	0.0018198328
G098	G095	0.0018198093
G021	G028	0.0018197718
G042	G073	0.0018197593
G060	G086	0.0018197338
G065	G059	0.0018196813
G027	G066	0.0018196355
G067	G088	0.0018196249
G054	G052	0.001819574
G078	G042	0.0018195416
G006	G017	0.001819422
G007	G036	0.0018193811
G100	G046	0.0018193381
G041	G004	0.0018193073
G005	G010	0.0018193051
G061	G068	0.0018192222
G014	G095	0.001819181
G056	G049	0.0018191754
G082	G097	0.0018191427
G010	G043	0.0018191162
G045	G090	0.0018189858
G083	G032	0.0018189799
G064	G096	0.0018189048
G003	G028	0.001818884
G084	G044	0.0018188402
G006	G010	0.0018188201
G047	G024	0.0018188194
G024	G002	0.0018188168
G029	G055	0.0018187393
G044	G052	0.0018187191
G037	G027	0.0018186807
G085	G050	0.0018186457
G022	G075	0.0018185718
G067	G016	0.0018185602
G049	G002	0.0018185441
G056	G094	0.0018185212
G004	G077	0.0018185204
G015	G072	0.0018185099
G002	G059	0.0018184839
G017	G090	0.0018184432
G018	G068	0.0018184222
G039	G050	0.001818379
G055	G066	0.0018183773
G073	G018	0.0018183733
G018	G079	0.0018183321
G016	G030	0.0018182555
G011	G029	0.0018182389
G004	G032	0.0018181716
G065	G091	0.0018181677
G068	G064	0.00181815
G057	G095	0.0018181017
G046	G036	0.0018180347
G053	G023	0.0018180222
G038	G002	0.0018180138
G043	G078	0.0018180121
G067	G020	0.0018179246
